date,country_name,price_type,market_name,commodity_name,currency,measure_unit_label,Price,Exchange_Rate,Price_INR,DATE
2016-01-09 00:00:00,Algeria,RETAIL,Boujdour,Tomatoes,DZD,Kg,90,0.66,59.4,2016-09-01 00:00:00
2016-01-08 00:00:00,Algeria,RETAIL,Boujdour,Tomatoes,DZD,Kg,100,0.66,66,2016-08-01 00:00:00
2016-01-07 00:00:00,Algeria,RETAIL,Boujdour,Tomatoes,DZD,Kg,100,0.66,66,2016-07-01 00:00:00
2026-01-04 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,285,0.66,188.1,2026-04-01 00:00:00
2026-01-03 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,200,0.66,132,2026-03-01 00:00:00
2026-01-02 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,170,0.66,112.2,2026-02-01 00:00:00
2026-01-01 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,215,0.66,141.9,2026-01-01 00:00:00
2025-01-12 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,200,0.66,132,2025-12-01 00:00:00
2025-01-11 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,190,0.66,125.4,2025-11-01 00:00:00
2025-01-09 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,140,0.66,92.4,2025-09-01 00:00:00
2025-01-08 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,135,0.66,89.1,2025-08-01 00:00:00
2025-01-06 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,175,0.66,115.5,2025-06-01 00:00:00
2025-01-05 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,140,0.66,92.4,2025-05-01 00:00:00
2025-01-04 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,165,0.66,108.9,2025-04-01 00:00:00
2025-01-02 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,170,0.66,112.2,2025-02-01 00:00:00
2025-01-01 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,160,0.66,105.6,2025-01-01 00:00:00
2024-01-12 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,180,0.66,118.8,2024-12-01 00:00:00
2024-01-11 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,250,0.66,165,2024-11-01 00:00:00
2024-01-10 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,200,0.66,132,2024-10-01 00:00:00
2024-01-08 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,135,0.66,89.1,2024-08-01 00:00:00
2024-01-04 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,130,0.66,85.8,2024-04-01 00:00:00
2024-01-02 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,120,0.66,79.2,2024-02-01 00:00:00
2023-01-02 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,155,0.66,102.3,2023-02-01 00:00:00
2023-01-01 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,160,0.66,105.6,2023-01-01 00:00:00
2022-01-12 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,135,0.66,89.1,2022-12-01 00:00:00
2022-01-11 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,135,0.66,89.1,2022-11-01 00:00:00
2022-01-09 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,150,0.66,99,2022-09-01 00:00:00
2022-01-08 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,150,0.66,99,2022-08-01 00:00:00
2022-01-06 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,155,0.66,102.3,2022-06-01 00:00:00
2022-01-05 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,155,0.66,102.3,2022-05-01 00:00:00
2022-01-04 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,150,0.66,99,2022-04-01 00:00:00
2022-01-03 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,150,0.66,99,2022-03-01 00:00:00
2021-01-05 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,100,0.66,66,2021-05-01 00:00:00
2021-01-01 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,120,0.66,79.2,2021-01-01 00:00:00
2016-01-10 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,80,0.66,52.8,2016-10-01 00:00:00
2016-01-09 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,100,0.66,66,2016-09-01 00:00:00
2016-01-08 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,100,0.66,66,2016-08-01 00:00:00
2016-01-07 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,80,0.66,52.8,2016-07-01 00:00:00
2016-01-03 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,120,0.66,79.2,2016-03-01 00:00:00
2016-01-02 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,120,0.66,79.2,2016-02-01 00:00:00
2016-01-01 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,60,0.66,39.6,2016-01-01 00:00:00
2015-01-12 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,100,0.66,66,2015-12-01 00:00:00
2015-01-11 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,100,0.66,66,2015-11-01 00:00:00
2015-01-10 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,140,0.66,92.4,2015-10-01 00:00:00
2015-01-09 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,150,0.66,99,2015-09-01 00:00:00
2015-01-08 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,130,0.66,85.8,2015-08-01 00:00:00
2015-01-07 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,90,0.66,59.4,2015-07-01 00:00:00
2015-01-06 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,100,0.66,66,2015-06-01 00:00:00
2015-01-05 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,115,0.66,75.9,2015-05-01 00:00:00
2015-01-04 00:00:00,Algeria,RETAIL,Dakhla,Tomatoes,DZD,Kg,150,0.66,99,2015-04-01 00:00:00
2026-01-03 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,165,0.66,108.9,2026-03-01 00:00:00
2026-01-02 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,190,0.66,125.4,2026-02-01 00:00:00
2026-01-01 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,180,0.66,118.8,2026-01-01 00:00:00
2025-01-12 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,190,0.66,125.4,2025-12-01 00:00:00
2025-01-11 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,200,0.66,132,2025-11-01 00:00:00
2025-01-09 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,150,0.66,99,2025-09-01 00:00:00
2025-01-08 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,140,0.66,92.4,2025-08-01 00:00:00
2025-01-07 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,160,0.66,105.6,2025-07-01 00:00:00
2025-01-06 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,180,0.66,118.8,2025-06-01 00:00:00
2025-01-05 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,175,0.66,115.5,2025-05-01 00:00:00
2025-01-04 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,150,0.66,99,2025-04-01 00:00:00
2025-01-03 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,145,0.66,95.7,2025-03-01 00:00:00
2025-01-02 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,150,0.66,99,2025-02-01 00:00:00
2025-01-01 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,150,0.66,99,2025-01-01 00:00:00
2024-01-12 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,170,0.66,112.2,2024-12-01 00:00:00
2024-01-11 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,200,0.66,132,2024-11-01 00:00:00
2024-01-10 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,200,0.66,132,2024-10-01 00:00:00
2024-01-08 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,135,0.66,89.1,2024-08-01 00:00:00
2024-01-04 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,140,0.66,92.4,2024-04-01 00:00:00
2024-01-03 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,147.5,0.66,97.35,2024-03-01 00:00:00
2023-01-02 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,200,0.66,132,2023-02-01 00:00:00
2023-01-01 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,165,0.66,108.9,2023-01-01 00:00:00
2022-01-12 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,145,0.66,95.7,2022-12-01 00:00:00
2022-01-09 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,122.5,0.66,80.85,2022-09-01 00:00:00
2022-01-08 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,150,0.66,99,2022-08-01 00:00:00
2022-01-07 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,200,0.66,132,2022-07-01 00:00:00
2022-01-06 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,165,0.66,108.9,2022-06-01 00:00:00
2022-01-05 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,143.5,0.66,94.71,2022-05-01 00:00:00
2022-01-04 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,130,0.66,85.8,2022-04-01 00:00:00
2022-01-03 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,140,0.66,92.4,2022-03-01 00:00:00
2016-01-10 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,70,0.66,46.2,2016-10-01 00:00:00
2016-01-09 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,100,0.66,66,2016-09-01 00:00:00
2016-01-08 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,70,0.66,46.2,2016-08-01 00:00:00
2016-01-07 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,70,0.66,46.2,2016-07-01 00:00:00
2016-01-03 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,100,0.66,66,2016-03-01 00:00:00
2016-01-02 00:00:00,Algeria,RETAIL,Laayoun,Tomatoes,DZD,Kg,100,0.66,66,2016-02-01 00:00:00
2026-01-04 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,194.78,0.66,128.55,2026-04-01 00:00:00
2026-01-03 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,134.54,0.66,88.8,2026-03-01 00:00:00
2026-01-02 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,97.23,0.66,64.17,2026-02-01 00:00:00
2026-01-01 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,127.71,0.66,84.29,2026-01-01 00:00:00
2025-01-12 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,163.92,0.66,108.19,2025-12-01 00:00:00
2025-01-11 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,167.28,0.66,110.4,2025-11-01 00:00:00
2025-01-10 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,124.27,0.66,82.02,2025-10-01 00:00:00
2025-01-09 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,90.9,0.66,59.99,2025-09-01 00:00:00
2025-01-08 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,104.08,0.66,68.69,2025-08-01 00:00:00
2025-01-07 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,95.63,0.66,63.12,2025-07-01 00:00:00
2025-01-06 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,96.36,0.66,63.6,2025-06-01 00:00:00
2025-01-05 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,100.73,0.66,66.48,2025-05-01 00:00:00
2025-01-04 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,112.21,0.66,74.06,2025-04-01 00:00:00
2025-01-03 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,114.79,0.66,75.76,2025-03-01 00:00:00
2025-01-02 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,117.74,0.66,77.71,2025-02-01 00:00:00
2025-01-01 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,138.46,0.66,91.38,2025-01-01 00:00:00
2024-01-12 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,121.19,0.66,79.99,2024-12-01 00:00:00
2024-01-11 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,167.91,0.66,110.82,2024-11-01 00:00:00
2024-01-10 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,162.04,0.66,106.95,2024-10-01 00:00:00
2024-01-09 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,108.05,0.66,71.31,2024-09-01 00:00:00
2024-01-08 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,90.58,0.66,59.78,2024-08-01 00:00:00
2024-01-07 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,92.78,0.66,61.23,2024-07-01 00:00:00
2024-01-06 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,104.64,0.66,69.06,2024-06-01 00:00:00
2024-01-05 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,95.2,0.66,62.83,2024-05-01 00:00:00
2024-01-04 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,119.64,0.66,78.96,2024-04-01 00:00:00
2024-01-03 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,117.4,0.66,77.48,2024-03-01 00:00:00
2024-01-02 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,112.15,0.66,74.02,2024-02-01 00:00:00
2024-01-01 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,130.72,0.66,86.28,2024-01-01 00:00:00
2023-01-12 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,119.71,0.66,79.01,2023-12-01 00:00:00
2023-01-11 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,117.33,0.66,77.44,2023-11-01 00:00:00
2023-01-10 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,160.79,0.66,106.12,2023-10-01 00:00:00
2023-01-09 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,190.17,0.66,125.51,2023-09-01 00:00:00
2023-01-08 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,140.13,0.66,92.49,2023-08-01 00:00:00
2023-01-07 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,100.81,0.66,66.53,2023-07-01 00:00:00
2023-01-06 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,87.36,0.66,57.66,2023-06-01 00:00:00
2023-01-05 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,116.42,0.66,76.84,2023-05-01 00:00:00
2023-01-04 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,147.67,0.66,97.46,2023-04-01 00:00:00
2023-01-03 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,151.92,0.66,100.27,2023-03-01 00:00:00
2023-01-02 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,161.34,0.66,106.48,2023-02-01 00:00:00
2023-01-01 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,119.25,0.66,78.7,2023-01-01 00:00:00
2022-01-12 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,103.7,0.66,68.44,2022-12-01 00:00:00
2022-01-11 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,106.57,0.66,70.34,2022-11-01 00:00:00
2022-01-10 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,112.78,0.66,74.43,2022-10-01 00:00:00
2022-01-09 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,91.96,0.66,60.69,2022-09-01 00:00:00
2022-01-08 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,100.45,0.66,66.3,2022-08-01 00:00:00
2022-01-07 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,83.74,0.66,55.27,2022-07-01 00:00:00
2022-01-06 00:00:00,Algeria,RETAIL,Natinal  Average,Tomatoes,DZD,Kg,119.79,0.66,79.06,2022-06-01 00:00:00
2026-01-03 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,190,0.66,125.4,2026-03-01 00:00:00
2026-01-01 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,180,0.66,118.8,2026-01-01 00:00:00
2025-01-12 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,190,0.66,125.4,2025-12-01 00:00:00
2025-01-10 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,160,0.66,105.6,2025-10-01 00:00:00
2025-01-09 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,165,0.66,108.9,2025-09-01 00:00:00
2025-01-08 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,140,0.66,92.4,2025-08-01 00:00:00
2025-01-07 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,145,0.66,95.7,2025-07-01 00:00:00
2025-01-06 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,180,0.66,118.8,2025-06-01 00:00:00
2025-01-05 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,160,0.66,105.6,2025-05-01 00:00:00
2025-01-04 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,140,0.66,92.4,2025-04-01 00:00:00
2025-01-03 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,170,0.66,112.2,2025-03-01 00:00:00
2025-01-02 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,160,0.66,105.6,2025-02-01 00:00:00
2025-01-01 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,170,0.66,112.2,2025-01-01 00:00:00
2024-01-12 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,170,0.66,112.2,2024-12-01 00:00:00
2024-01-11 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,240,0.66,158.4,2024-11-01 00:00:00
2024-01-10 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,200,0.66,132,2024-10-01 00:00:00
2024-01-08 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,135,0.66,89.1,2024-08-01 00:00:00
2024-01-07 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,135,0.66,89.1,2024-07-01 00:00:00
2024-01-06 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,150,0.66,99,2024-06-01 00:00:00
2024-01-04 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,145,0.66,95.7,2024-04-01 00:00:00
2024-01-03 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,165,0.66,108.9,2024-03-01 00:00:00
2024-01-02 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,140,0.66,92.4,2024-02-01 00:00:00
2023-01-02 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,125,0.66,82.5,2023-02-01 00:00:00
2023-01-01 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,165,0.66,108.9,2023-01-01 00:00:00
2022-01-12 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,155,0.66,102.3,2022-12-01 00:00:00
2022-01-11 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,120,0.66,79.2,2022-11-01 00:00:00
2022-01-09 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,216.67,0.66,143,2022-09-01 00:00:00
2022-01-08 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,120,0.66,79.2,2022-08-01 00:00:00
2022-01-07 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,170,0.66,112.2,2022-07-01 00:00:00
2022-01-06 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,165,0.66,108.9,2022-06-01 00:00:00
2022-01-04 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,160,0.66,105.6,2022-04-01 00:00:00
2021-01-05 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,100,0.66,66,2021-05-01 00:00:00
2021-01-01 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,100,0.66,66,2021-01-01 00:00:00
2016-01-10 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,100,0.66,66,2016-10-01 00:00:00
2016-01-09 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,100,0.66,66,2016-09-01 00:00:00
2016-01-08 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,80,0.66,52.8,2016-08-01 00:00:00
2016-01-07 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,100,0.66,66,2016-07-01 00:00:00
2016-01-03 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,120,0.66,79.2,2016-03-01 00:00:00
2016-01-02 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,100,0.66,66,2016-02-01 00:00:00
2016-01-01 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,50,0.66,33,2016-01-01 00:00:00
2015-01-12 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,90,0.66,59.4,2015-12-01 00:00:00
2015-01-11 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,90,0.66,59.4,2015-11-01 00:00:00
2015-01-10 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,140,0.66,92.4,2015-10-01 00:00:00
2015-01-09 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,120,0.66,79.2,2015-09-01 00:00:00
2015-01-08 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,120,0.66,79.2,2015-08-01 00:00:00
2015-01-07 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,70,0.66,46.2,2015-07-01 00:00:00
2015-01-06 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,90,0.66,59.4,2015-06-01 00:00:00
2015-01-05 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,110,0.66,72.6,2015-05-01 00:00:00
2015-01-04 00:00:00,Algeria,RETAIL,Smara,Tomatoes,DZD,Kg,150,0.66,99,2015-04-01 00:00:00
2026-01-03 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,150,0.66,99,2026-03-01 00:00:00
2026-01-02 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,150,0.66,99,2026-02-01 00:00:00
2026-01-01 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,140,0.66,92.4,2026-01-01 00:00:00
2025-01-11 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,100,0.66,66,2025-11-01 00:00:00
2025-01-10 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,130,0.66,85.8,2025-10-01 00:00:00
2025-01-09 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,100,0.66,66,2025-09-01 00:00:00
2025-01-08 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,150,0.66,99,2025-08-01 00:00:00
2025-01-07 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,100,0.66,66,2025-07-01 00:00:00
2025-01-06 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,120,0.66,79.2,2025-06-01 00:00:00
2025-01-03 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,140,0.66,92.4,2025-03-01 00:00:00
2025-01-02 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,160,0.66,105.6,2025-02-01 00:00:00
2025-01-01 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,150,0.66,99,2025-01-01 00:00:00
2024-01-12 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,130,0.66,85.8,2024-12-01 00:00:00
2024-01-10 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,150,0.66,99,2024-10-01 00:00:00
2024-01-08 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,80,0.66,52.8,2024-08-01 00:00:00
2024-01-03 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,110,0.66,72.6,2024-03-01 00:00:00
2024-01-01 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,150,0.66,99,2024-01-01 00:00:00
2023-01-10 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,139,0.66,91.74,2023-10-01 00:00:00
2023-01-09 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,130,0.66,85.8,2023-09-01 00:00:00
2023-01-07 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,140,0.66,92.4,2023-07-01 00:00:00
2023-01-06 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,90,0.66,59.4,2023-06-01 00:00:00
2023-01-04 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,200,0.66,132,2023-04-01 00:00:00
2023-01-02 00:00:00,Algeria,RETAIL,Tindouf,Tomatoes,DZD,Kg,130,0.66,85.8,2023-02-01 00:00:00
